compra bgn 99: Compra realizada, stock actualizado.
compra if 63: Compra realizada, stock actualizado.
listado a: (aa,108) (aaay,124) (aald,108) (abhqe,156) (abx,141) (acrio,112) (aczp,72) (ad,133) (ae,27) (aevu,195) (afn,143) (ag,17) (agb,71) (agjd,185) (ah,69) (ainbe,141) (aj,26) (ak,160) (akt,6) (akyg,170) (akyh,152) (al,74) (alu,107) (am,81) (amvg,103) (anek,39) (ao,9) (aoz,149) (api,135) (apyx,108) (aq,151) (aqc,29) (aqmf,113) (arol,158) (as,192) (asku,69) (at,107) (atd,176) (ati,117) (au,127) (avuh,34) (avz,63) (awc,119) (awk,11) (awsm,138) (axipi,86) (axj,118) (ayb,63) (ayirf,146) (ayrq,33) (aywyq,71)
compra zkb 192: Compra realizada, stock actualizado.
compra xn 5: Compra realizada, stock actualizado.
venta fwi 29: Venta fallida: el producto nunca ha estado en stock
compra ch 69: Compra realizada, stock actualizado.
compra cq 42: Compra realizada, stock actualizado.
compra upf 163: Compra realizada, stock actualizado.
compra ajc 39: Compra realizada, stock actualizado.
venta vk 9: Venta fallida: el producto nunca ha estado en stock
unidades epc: Error: el producto nunca ha estado en stock
compra kzxjr 193: Compra realizada, stock actualizado.
compra jbro 35: Compra realizada, stock actualizado.
compra dcs 171: Compra realizada, stock actualizado.
compra hjd 109: Compra realizada, stock actualizado.
venta hlc 40: Venta fallida: el producto nunca ha estado en stock
listado eya: 
compra jql 91: Compra realizada, stock actualizado.
compra vqc 10: Compra realizada, stock actualizado.
compra za 31: Compra realizada, stock actualizado.
compra jchf 40: Compra realizada, stock actualizado.
venta kym 41: Venta fallida: el producto nunca ha estado en stock
compra jjl 190: Compra realizada, stock actualizado.
compra sq 80: Compra realizada, stock actualizado.
unidades bhq: Error: el producto nunca ha estado en stock
compra jxm 40: Compra realizada, stock actualizado.
compra zbp 13: Compra realizada, stock actualizado.
venta erdh 14: Venta fallida: el producto nunca ha estado en stock
compra lhp 48: Compra realizada, stock actualizado.
compra vzp 153: Compra realizada, stock actualizado.
listado s: (sa,108) (sao,177) (sazq,62) (sb,277) (sbji,103) (sdv,56) (se,79) (seeu,29) (sefj,196) (seisi,165) (sek,13) (sene,154) (sgb,105) (sgic,169) (sh,133) (shfv,39) (shho,129) (si,329) (sj,183) (sjh,43) (sji,97) (sjkz,191) (sjzf,108) (sk,136) (sky,136) (sl,84) (slu,182) (smmym,68) (smsoe,150) (soa,51) (sojy,73) (sot,48) (sq,80) (sqv,109) (srb,109) (ss,53) (ssz,96) (sto,42) (stp,86) (su,160) (sw,25) (swkc,117) (sxk,75) (sxp,183) (sxps,88) (sy,26) (szmed,79) (szz,153)
compra tr 58: Compra realizada, stock actualizado.
compra axddl 165: Compra realizada, stock actualizado.
venta nxl 41: Venta fallida: el producto nunca ha estado en stock
compra yy 70: Compra realizada, stock actualizado.
compra ixozr 63: Compra realizada, stock actualizado.
compra hgq 73: Compra realizada, stock actualizado.
compra xfsj 142: Compra realizada, stock actualizado.
venta uyy 32: Venta fallida: el producto nunca ha estado en stock
unidades flxjr: Error: el producto nunca ha estado en stock
compra pci 141: Compra realizada, stock actualizado.
compra hbe 139: Compra realizada, stock actualizado.
compra uxx 1: Compra realizada, stock actualizado.
compra su 6: Compra realizada, stock actualizado.
venta chgj 7: Venta fallida: el producto nunca ha estado en stock
listado ya: 
compra ufes 160: Compra realizada, stock actualizado.
compra nabp 163: Compra realizada, stock actualizado.
compra tk 151: Compra realizada, stock actualizado.
compra utba 3: Compra realizada, stock actualizado.
venta pr 33: Venta realizada, stock actualizado.
compra xz 9: Compra realizada, stock actualizado.
compra pldb 123: Compra realizada, stock actualizado.
unidades te: El producto está en stock y hay 33 unidades
compra ltvt 30: Compra realizada, stock actualizado.
compra uelt 193: Compra realizada, stock actualizado.
venta tg 29: Venta fallida: el producto nunca ha estado en stock
compra wnej 132: Compra realizada, stock actualizado.
compra gnf 178: Compra realizada, stock actualizado.
listado tg: (tgny,54) (tgt,176)
compra uvb 4: Compra realizada, stock actualizado.
compra dke 61: Compra realizada, stock actualizado.
venta lx 20: Venta fallida: el producto nunca ha estado en stock
compra lcfx 64: Compra realizada, stock actualizado.
compra et 109: Compra realizada, stock actualizado.
compra ijzky 24: Compra realizada, stock actualizado.
compra zlu 28: Compra realizada, stock actualizado.
venta kt 3: Venta fallida: el producto nunca ha estado en stock
unidades uq: Error: el producto nunca ha estado en stock
compra ken 15: Compra realizada, stock actualizado.
compra khu 98: Compra realizada, stock actualizado.
compra icgr 11: Compra realizada, stock actualizado.
compra zrlj 72: Compra realizada, stock actualizado.
venta yqx 44: Venta fallida: el producto nunca ha estado en stock
listado zkq: 
compra qt 12: Compra realizada, stock actualizado.
compra caf 176: Compra realizada, stock actualizado.
compra tvx 156: Compra realizada, stock actualizado.
compra wy 187: Compra realizada, stock actualizado.
venta nnb 41: Venta fallida: el producto nunca ha estado en stock
compra luj 197: Compra realizada, stock actualizado.
compra wgq 77: Compra realizada, stock actualizado.
unidades hekc: Error: el producto nunca ha estado en stock
compra of 8: Compra realizada, stock actualizado.
compra mdu 40: Compra realizada, stock actualizado.
venta yuud 20: Venta fallida: el producto nunca ha estado en stock
compra wuwan 60: Compra realizada, stock actualizado.
compra if 2: Compra realizada, stock actualizado.
listado qh: (qhei,96) (qhpr,149) (qhs,5)
compra dkccm 144: Compra realizada, stock actualizado.
compra zqf 159: Compra realizada, stock actualizado.
venta fb 32: Venta fallida: el producto nunca ha estado en stock
compra dcj 138: Compra realizada, stock actualizado.
compra kqk 64: Compra realizada, stock actualizado.
compra aiul 70: Compra realizada, stock actualizado.
compra eqytv 83: Compra realizada, stock actualizado.
venta ojh 26: Venta realizada, stock actualizado.
unidades rycx: Error: el producto nunca ha estado en stock
compra djj 35: Compra realizada, stock actualizado.
compra oxlj 93: Compra realizada, stock actualizado.
compra fr 155: Compra realizada, stock actualizado.
compra qu 158: Compra realizada, stock actualizado.
venta ruwf 28: Venta fallida: el producto nunca ha estado en stock
listado h: (ha,0) (hasq,78) (havz,166) (hb,14) (hbe,139) (hbn,37) (hbu,76) (hdo,132) (hdof,47) (hdyco,7) (hdz,79) (hg,175) (hgq,73) (hh,202) (hhk,157) (hiq,20) (hjd,109) (hjj,50) (hjrh,84) (hkur,189) (hl,43) (hlr,160) (hmvl,122) (hnbw,43) (hni,147) (hnt,183) (ho,126) (hruv,71) (hsdl,96) (hub,73) (hv,158) (hvc,112) (hvqjz,38) (hz,27) (hzegt,194) (hzigg,114) (hzpyr,64) (hzwn,118)
compra sfeq 60: Compra realizada, stock actualizado.
compra dlmt 146: Compra realizada, stock actualizado.
compra varr 86: Compra realizada, stock actualizado.
compra pp 164: Compra realizada, stock actualizado.
venta pss 29: Venta realizada, stock actualizado.
compra mg 158: Compra realizada, stock actualizado.
compra istb 65: Compra realizada, stock actualizado.
unidades ramj: Error: el producto nunca ha estado en stock
compra qsy 142: Compra realizada, stock actualizado.
compra ejv 32: Compra realizada, stock actualizado.
venta lf 32: Venta fallida: el producto nunca ha estado en stock
compra tagu 181: Compra realizada, stock actualizado.
compra trdy 33: Compra realizada, stock actualizado.
listado yp: (ypp,88) (ypsb,108) (yptr,145)
compra xt 199: Compra realizada, stock actualizado.
compra wko 101: Compra realizada, stock actualizado.
venta cb 48: Venta fallida: el producto nunca ha estado en stock
compra hpk 151: Compra realizada, stock actualizado.
compra hk 94: Compra realizada, stock actualizado.
compra qvlq 133: Compra realizada, stock actualizado.
compra cmi 124: Compra realizada, stock actualizado.
venta ng 30: Venta fallida: el producto nunca ha estado en stock
unidades kut: Error: el producto nunca ha estado en stock
compra gccx 126: Compra realizada, stock actualizado.
compra jhw 172: Compra realizada, stock actualizado.
compra nxe 169: Compra realizada, stock actualizado.
compra rzzk 49: Compra realizada, stock actualizado.
venta ap 20: Venta fallida: el producto nunca ha estado en stock
listado k: (kafn,196) (kam,188) (kasl,196) (kcn,45) (kd,163) (kdp,188) (ke,183) (kecv,170) (kef,98) (ken,15) (kep,70) (kf,149) (kfgtb,187) (kfmix,161) (kfym,107) (kgu,198) (khf,68) (khfrr,136) (khu,98) (ki,75) (kiix,152) (kjc,12) (kjt,149) (kkz,126) (kn,163) (knx,66) (kod,25) (koi,94) (kok,19) (kp,130) (kpp,51) (kqk,64) (kqt,9) (krb,69) (krc,193) (ksaw,112) (kssth,46) (kua,37) (kus,179) (kuz,112) (kvou,147) (kwwqh,124) (kxzn,175) (kzs,25) (kzxjr,193)
compra idzj 82: Compra realizada, stock actualizado.
compra mxrsf 126: Compra realizada, stock actualizado.
compra uftw 17: Compra realizada, stock actualizado.
compra pdf 50: Compra realizada, stock actualizado.
venta tia 17: Venta fallida: el producto nunca ha estado en stock
compra oe 52: Compra realizada, stock actualizado.
compra olzv 55: Compra realizada, stock actualizado.
unidades kfj: Error: el producto nunca ha estado en stock
compra pmsmp 153: Compra realizada, stock actualizado.
compra hxs 149: Compra realizada, stock actualizado.
venta szqr 17: Venta fallida: el producto nunca ha estado en stock
compra coe 7: Compra realizada, stock actualizado.
compra xs 28: Compra realizada, stock actualizado.
listado v: (varr,86) (vb,140) (vbc,53) (vbzu,25) (vd,278) (ve,118) (ved,103) (veuw,100) (veve,83) (vfb,29) (vfy,23) (vgad,38) (vgcg,194) (vgh,41) (vh,91) (vha,119) (vhm,129) (via,166) (vj,348) (vl,173) (vlfi,146) (vnbh,40) (vno,55) (vnr,103) (vo,47) (vpc,130) (vpe,151) (vqc,10) (vqiy,196) (vqyj,177) (vr,88) (vsk,194) (vst,155) (vt,114) (vti,15) (vusk,137) (vv,222) (vvmm,15) (vwn,128) (vwrnn,164) (vww,48) (vz,142) (vzp,153)
compra nog 133: Compra realizada, stock actualizado.
compra axjt 197: Compra realizada, stock actualizado.
venta vl 27: Venta realizada, stock actualizado.
compra lnfy 100: Compra realizada, stock actualizado.
compra xh 87: Compra realizada, stock actualizado.
compra cpcd 37: Compra realizada, stock actualizado.
compra xrvq 24: Compra realizada, stock actualizado.
venta nqr 46: Venta fallida: el producto nunca ha estado en stock
unidades wtx: Error: el producto nunca ha estado en stock
compra myw 66: Compra realizada, stock actualizado.
compra svx 5: Compra realizada, stock actualizado.
compra st 107: Compra realizada, stock actualizado.
compra tujd 157: Compra realizada, stock actualizado.
venta bh 13: Venta fallida: el producto nunca ha estado en stock
listado xrf: 
compra ipx 89: Compra realizada, stock actualizado.
compra fup 145: Compra realizada, stock actualizado.
compra fshzm 147: Compra realizada, stock actualizado.
compra pxz 186: Compra realizada, stock actualizado.
venta mgf 24: Venta fallida: el producto nunca ha estado en stock
compra llba 2: Compra realizada, stock actualizado.
compra rbjjw 159: Compra realizada, stock actualizado.
unidades fps: Error: el producto nunca ha estado en stock
compra td 42: Compra realizada, stock actualizado.
compra zlru 54: Compra realizada, stock actualizado.
venta bzid 33: Venta fallida: el producto nunca ha estado en stock
compra ofg 180: Compra realizada, stock actualizado.
compra uewra 102: Compra realizada, stock actualizado.
listado vj: (vj,348)
compra fej 35: Compra realizada, stock actualizado.
compra wibx 34: Compra realizada, stock actualizado.
venta sj 40: Venta realizada, stock actualizado.
compra pjqy 99: Compra realizada, stock actualizado.
compra hlu 170: Compra realizada, stock actualizado.
compra xsix 5: Compra realizada, stock actualizado.
compra hsj 114: Compra realizada, stock actualizado.
venta tmrvm 0: Venta fallida: el producto nunca ha estado en stock
unidades zm: El producto está en stock y hay 133 unidades
compra ykk 147: Compra realizada, stock actualizado.
compra kcdh 130: Compra realizada, stock actualizado.
compra munc 19: Compra realizada, stock actualizado.
compra tei 112: Compra realizada, stock actualizado.
venta trb 4: Venta fallida: el producto nunca ha estado en stock
listado ol: (olzv,55)
compra sumua 126: Compra realizada, stock actualizado.
compra gj 165: Compra realizada, stock actualizado.
compra cpv 189: Compra realizada, stock actualizado.
compra fmw 188: Compra realizada, stock actualizado.
venta zwn 36: Venta fallida: el producto nunca ha estado en stock
compra lhov 138: Compra realizada, stock actualizado.
compra iyn 196: Compra realizada, stock actualizado.
unidades sz: Error: el producto nunca ha estado en stock
compra fjt 55: Compra realizada, stock actualizado.
compra ve 162: Compra realizada, stock actualizado.
venta da 24: Venta fallida: el producto nunca ha estado en stock
compra nqzcl 55: Compra realizada, stock actualizado.
compra jrp 117: Compra realizada, stock actualizado.
listado qy: (qyhi,89) (qyjv,18) (qywc,132)
compra bq 141: Compra realizada, stock actualizado.
compra bids 152: Compra realizada, stock actualizado.
venta ovet 3: Venta fallida: el producto nunca ha estado en stock
compra vkkz 60: Compra realizada, stock actualizado.
compra md 109: Compra realizada, stock actualizado.
compra pc 107: Compra realizada, stock actualizado.
compra hda 130: Compra realizada, stock actualizado.
venta rhn 23: Venta fallida: el producto nunca ha estado en stock
unidades df: El producto está en stock y hay 48 unidades
compra wz 95: Compra realizada, stock actualizado.
compra nkj 172: Compra realizada, stock actualizado.
compra vtruu 182: Compra realizada, stock actualizado.
compra kx 24: Compra realizada, stock actualizado.
venta sckx 13: Venta fallida: el producto nunca ha estado en stock
listado af: (afn,143)
compra ur 51: Compra realizada, stock actualizado.
compra qtsfo 89: Compra realizada, stock actualizado.
compra kwi 182: Compra realizada, stock actualizado.
compra osg 45: Compra realizada, stock actualizado.
venta tbxj 25: Venta fallida: el producto nunca ha estado en stock
compra fr 109: Compra realizada, stock actualizado.
compra tcy 80: Compra realizada, stock actualizado.
unidades oqp: Error: el producto nunca ha estado en stock
compra pf 110: Compra realizada, stock actualizado.
compra qvoi 143: Compra realizada, stock actualizado.
venta hhbr 28: Venta fallida: el producto nunca ha estado en stock
compra gt 171: Compra realizada, stock actualizado.
compra vtkju 119: Compra realizada, stock actualizado.
listado v: (varr,86) (vb,140) (vbc,53) (vbzu,25) (vd,278) (ve,280) (ved,103) (veuw,100) (veve,83) (vfb,29) (vfy,23) (vgad,38) (vgcg,194) (vgh,41) (vh,91) (vha,119) (vhm,129) (via,166) (vj,348) (vkkz,60) (vl,146) (vlfi,146) (vnbh,40) (vno,55) (vnr,103) (vo,47) (vpc,130) (vpe,151) (vqc,10) (vqiy,196) (vqyj,177) (vr,88) (vsk,194) (vst,155) (vt,114) (vti,15) (vtkju,119) (vtruu,182) (vusk,137) (vv,222) (vvmm,15) (vwn,128) (vwrnn,164) (vww,48) (vz,142) (vzp,153)
compra lfvvb 190: Compra realizada, stock actualizado.
compra lcz 80: Compra realizada, stock actualizado.
venta qoa 36: Venta fallida: el producto nunca ha estado en stock
compra qvc 55: Compra realizada, stock actualizado.
compra fysyg 76: Compra realizada, stock actualizado.
compra pu 31: Compra realizada, stock actualizado.
compra eryz 184: Compra realizada, stock actualizado.
venta onoz 17: Venta fallida: el producto nunca ha estado en stock
unidades jggqz: Error: el producto nunca ha estado en stock
compra gdkgq 16: Compra realizada, stock actualizado.
compra ujwxc 158: Compra realizada, stock actualizado.
compra esdc 19: Compra realizada, stock actualizado.
compra ln 130: Compra realizada, stock actualizado.
venta oiq 10: Venta fallida: el producto nunca ha estado en stock
listado m: (maa,75) (maf,50) (mbbmw,153) (mc,137) (mcf,185) (mcjhf,109) (mcr,12) (md,267) (mde,164) (mdu,40) (meiw,119) (mem,55) (mfk,140) (mg,158) (mgg,120) (mgs,29) (mgx,3) (mgy,78) (mh,199) (mhgf,21) (mhof,120) (mhu,152) (mjmk,103) (mklw,12) (mkmdd,5) (ml,80) (mm,150) (mnhk,99) (mnjv,24) (mojy,165) (mok,90) (mp,132) (mpus,42) (mqf,142) (mqpb,171) (mret,184) (mrq,74) (msv,3) (munc,19) (mv,361) (mvhhs,142) (mvpjy,153) (mw,15) (mwbw,16) (mwcf,138) (mwcyc,197) (mxrsf,126) (myw,66)
